order_id,customer_name,email,order_date,amount,status,region
1114,Customer 113,cust113@example.com,2024-04-23,164.03,PENDING,US
1115,Customer 114,cust114@example.com,2024-04-24,259.2,,APAC
1116,Customer 115,cust115@example.com,2024-04-25,454.71,Completed,EU
1117,Customer 116,cust116@example.com,2024-04-26,132.15,,EU
1118,Customer 117,CUST117@EXAMPLE.COM ,2024-04-27,211.09,Completed,US
1119,Customer 118,cust118@example.com,2024-04-28,380.22,PENDING,eu 
1120,,cust119@example.com,2024-04-29,122.11,Completed,eu 
1121,Customer 120,cust120@example.com,2024-04-30,47.72,Completed,APAC
1122,Customer 121,cust121@example.com,2024-05-01,,Completed,US
1123,Customer 122,cust122@example.com,2024-05-02,151.98,completed,EU
1124,Customer 123,cust123@example.com,2024-05-03,89.0,completed,eu 
1125,Customer 124,cust124@example.com,2024-05-04,465.55,completed,US
1126,Customer 125,cust125@example.com,2024-05-05,405.98,PENDING,eu 
1127,Customer 126,cust126@example.com,2024-05-06,320.37,,eu 
1128,Customer 127,cust127@example.com,2024-05-07,437.02,cancelled,EU
1129,Customer 128,cust128@example.com,2024-05-08,403.8,Completed,us
1130,Customer 129,cust129@example.com,2024-05-09,101.42,Completed,APAC
1131,Customer 130,CUST130@EXAMPLE.COM ,2024-05-10,447.35,PENDING,APAC
1132,Customer 131,cust131@example.com,2024-05-11,274.28,Completed,EU
1133,Customer 132,cust132@example.com,2024-05-12,,completed,eu 
1134,Customer 133,cust133@example.com,2024-05-13,405.65,cancelled,US
1135,Customer 134,cust134@example.com,2024-05-14,449.08,pending,eu 
1136,Customer 135,cust135@example.com,2024-05-15,165.82,Completed,EU
1137,,cust136@example.com,2024-05-16,63.93,completed,APAC
1138,Customer 137,cust137@example.com,2024-05-17,121.69,pending,eu 
1139,Customer 138,cust138@example.com,2024-05-18,219.28,cancelled,APAC
1140,Customer 139,cust139@example.com,2024-05-19,410.83,pending,US
1141,Customer 140,cust140@example.com,2024-05-20,431.76,completed,APAC
1142,Customer 141,cust141@example.com,2024-05-21,13.41,,APAC
1143,Customer 142,cust142@example.com,2024-05-22,260.27,,us
1144,Customer 143,CUST143@EXAMPLE.COM ,2024-05-23,,pending,us
1145,Customer 144,cust144@example.com,2024-05-24,214.53,PENDING,us
1146,Customer 145,cust145@example.com,2024-05-25,118.83,pending,APAC
1147,Customer 146,cust146@example.com,2024-05-26,68.73,Completed,EU
1148,Customer 147,cust147@example.com,2024-05-27,175.43,Completed,APAC
1149,Customer 148,cust148@example.com,2024-05-28,472.03,,EU
1150,Customer 149,cust149@example.com,2024-05-29,168.37,PENDING,EU
1151,Customer 150,cust150@example.com,2024-05-30,264.21,completed,us
1152,Customer 151,cust151@example.com,2024-05-31,354.48,Completed,eu 
1153,Customer 152,cust152@example.com,2024-06-01,188.18,,US
1154,,cust153@example.com,2024-06-02,486.17,cancelled,us
1155,Customer 154,cust154@example.com,2024-06-03,,,us
1156,Customer 155,cust155@example.com,2024-06-04,481.6,Completed,eu 
1157,Customer 156,CUST156@EXAMPLE.COM ,2024-06-05,133.37,Completed,US
1158,Customer 157,cust157@example.com,2024-06-06,253.65,,APAC
1159,Customer 158,cust158@example.com,2024-06-07,157.43,completed,APAC
1160,Customer 159,cust159@example.com,2024-06-08,149.57,pending,us
1161,Customer 160,cust160@example.com,2024-06-09,28.07,Completed,US
1162,Customer 161,cust161@example.com,2024-06-10,308.69,,us
1163,Customer 162,cust162@example.com,2024-06-11,256.31,,EU
1164,Customer 163,cust163@example.com,2024-06-12,35.22,PENDING,us
1165,Customer 164,cust164@example.com,2024-06-13,146.54,pending,us
1166,Customer 165,cust165@example.com,2024-06-14,,cancelled,APAC
1167,Customer 166,cust166@example.com,2024-06-15,455.05,completed,APAC
1168,Customer 167,cust167@example.com,2024-06-16,127.39,cancelled,APAC
1169,Customer 168,cust168@example.com,2024-06-17,81.0,pending,EU
1170,Customer 169,CUST169@EXAMPLE.COM ,2024-06-18,249.83,pending,APAC
1171,,cust170@example.com,2024-06-19,492.97,pending,US
1172,Customer 171,cust171@example.com,2024-06-20,128.61,cancelled,eu 
1173,Customer 172,cust172@example.com,2024-06-21,339.35,pending,US
1174,Customer 173,cust173@example.com,2024-06-22,383.19,,US
1175,Customer 174,cust174@example.com,2024-06-23,126.44,cancelled,APAC
1176,Customer 175,cust175@example.com,2024-06-24,366.83,pending,eu 
1177,Customer 176,cust176@example.com,2024-06-25,,,eu 
1178,Customer 177,cust177@example.com,2024-06-26,190.21,PENDING,eu 
1179,Customer 178,cust178@example.com,2024-06-27,319.83,pending,EU
1180,Customer 179,cust179@example.com,2024-06-28,320.43,cancelled,APAC
1181,Customer 180,cust180@example.com,2024-06-29,272.53,Completed,eu 
1182,Customer 181,cust181@example.com,2024-06-30,54.24,pending,EU
1183,Customer 182,CUST182@EXAMPLE.COM ,2024-07-01,419.3,Completed,us
1184,Customer 183,cust183@example.com,2024-07-02,167.18,,us
1185,Customer 184,cust184@example.com,2024-07-03,101.39,PENDING,EU
1186,Customer 185,cust185@example.com,2024-07-04,29.98,completed,EU
1187,Customer 186,cust186@example.com,2024-07-05,299.54,PENDING,APAC
1188,,cust187@example.com,2024-07-06,,pending,APAC
1189,Customer 188,cust188@example.com,2024-07-07,342.01,Completed,us
1190,Customer 189,cust189@example.com,2024-07-08,18.13,Completed,eu 
1191,Customer 190,cust190@example.com,2024-07-09,260.93,cancelled,us
1192,Customer 191,cust191@example.com,2024-07-10,120.98,Completed,eu 
1193,Customer 192,cust192@example.com,2024-07-11,326.13,cancelled,eu 
1194,Customer 193,cust193@example.com,2024-07-12,95.44,,APAC
1195,Customer 194,cust194@example.com,2024-07-13,348.56,completed,US
1196,Customer 195,CUST195@EXAMPLE.COM ,2024-07-14,199.5,pending,US
1197,Customer 196,cust196@example.com,2024-07-15,469.0,cancelled,EU
1198,Customer 197,cust197@example.com,2024-07-16,77.39,completed,APAC
1199,Customer 198,cust198@example.com,2024-07-17,,Completed,eu 
1200,Customer 199,cust199@example.com,2024-07-18,177.12,Completed,US
1059,Customer 58,cust58@example.com,2024-02-28,470.35,PENDING,EU
1041,Customer 40,cust40@example.com,2024-02-10,159.26,,APAC
1035,,cust34@example.com,2024-02-04,307.7,,us
1103,,cust102@example.com,2024-04-12,382.78,completed,US
1185,Customer 184,cust184@example.com,2024-07-03,101.39,PENDING,EU
